	id	site	title	pageviews
11700591	Q95	nahwiki	Google	185
11700592	Q95	ndswiki	Google	160
11700593	Q95	newiki	गुगल	180
11700594	Q95	nlwiki	Google_Inc.	2771
11700595	Q95	nnwiki	Google	226
11700596	Q95	nowiki	Google	1285
11700597	Q95	ocwiki	Google	165
11700598	Q95	orwiki	ଗୁଗଲ	172
11700599	Q95	pawiki	ਗੂਗਲ	162
11700600	Q95	plwiki	Google	11605
11700601	Q95	pmswiki	Google	171
11700602	Q95	pnbwiki	گوگل	165
11700603	Q95	pswiki	گووگل	156
11700604	Q95	quwiki	Google	160
11700605	Q95	rnwiki	Google	181
11700606	Q95	rowiki	Google	5467
11700607	Q95	sahwiki	Google	160
11700608	Q95	scnwiki	Google	182
11700609	Q95	scowiki	Google	261
11700610	Q95	sdwiki	گوگل	186
11700611	Q95	shwiki	Google	498
11700612	Q95	siwiki	ගූගල්	177
11700613	Q95	simplewiki	Google	2689
11700614	Q95	skwiki	Google	1221
11700615	Q95	slwiki	Google	630
11700616	Q95	sowiki	Google	202
11700617	Q95	srwiki	Гугл	679
11700618	Q95	suwiki	Google	172
11700619	Q95	svwiki	Google	3176
11700620	Q95	tewiki	గూగుల్	308
11700621	Q95	thwiki	กูเกิล	4587
11700622	Q95	tlwiki	Google	350
11700623	Q95	ttwiki	Google	167
11700624	Q95	ukwiki	Google	4965
11700625	Q95	urwiki	گوگل	204
11700626	Q95	uzwiki	Google	297
11700627	Q95	vecwiki	Google_Inc.	108
11700628	Q95	viwiki	Google	6925
11700629	Q95	vlswiki	Google	186
11700630	Q95	wawiki	Google	159
11700631	Q95	yiwiki	גוגל	170
11700632	Q95	sqwiki	Google	807
11700633	Q95	tgwiki	Google	168
11700634	Q95	guwiki	ગૂગલ	269
11700635	Q95	bjnwiki	Google	328
11700636	Q95	ganwiki	Google	184
11700637	Q95	hiwiki	गूगल	1554
14128111	Q86	enwiki	Headache	12426
14128112	Q86	dewiki	Kopfschmerz	2460
14128113	Q86	arwiki	صداع	1169
14128114	Q86	frwiki	Céphalée	3781
14128115	Q86	itwiki	Cefalea	1705
14128116	Q86	eswiki	Cefalea	7500
14128117	Q86	plwiki	Ból_głowy	1141
14128118	Q86	ruwiki	Головная_боль	4492
14128119	Q86	anwiki	Cefalea	35
14128120	Q86	azwiki	Baş_ağrısı	203
14128121	Q86	barwiki	Schädlweh	35
14128122	Q86	bewiki	Галаўны_боль	46
14128123	Q86	bgwiki	Главоболие	193
14128124	Q86	bswiki	Glavobolja	54
14128125	Q86	cawiki	Cefalàlgia	146
14128126	Q86	cswiki	Bolest_hlavy	204
14128127	Q86	cywiki	Cur_pen	37
14128128	Q86	dawiki	Hovedpine	86
14128129	Q86	dvwiki	ބޮލުގައި_ރިހުން	38
14128130	Q86	elwiki	Πονοκέφαλος	224
14128131	Q86	eowiki	Kapdoloro	47
14128132	Q86	etwiki	Peavalu	117
14128133	Q86	fawiki	سردرد	890
14128134	Q86	fiwiki	Päänsärky	341
14128135	Q86	glwiki	Cefalalxia	53
14128136	Q86	hewiki	כאב_ראש	202
14128137	Q86	hiwiki	सिरदर्द	260
14128138	Q86	hrwiki	Glavobolja	71
14128139	Q86	idwiki	Sakit_kepala	335
14128140	Q86	iswiki	Höfuðverkur	39
14128141	Q86	jawiki	頭痛	1353
14128142	Q86	jvwiki	Lara_sirah	35
14128143	Q86	kkwiki	Бас_ауыруы	146
14128144	Q86	kowiki	두통	86
14128145	Q86	kywiki	Баш_оору	44
14128146	Q86	lawiki	Capitis_dolor	73
14128147	Q86	ltwiki	Galvos_skausmas	50
14128148	Q86	lvwiki	Galvassāpes	41
14128149	Q86	mkwiki	Главоболка	61
14128150	Q86	mlwiki	തലവേദന	43
14128151	Q86	mrwiki	डोकेदुखी	33
14128152	Q86	mswiki	Sakit_kepala	38
14128153	Q86	mywiki	ခေါင်းကိုက်ခြင်း	32
14128154	Q86	nlwiki	Hoofdpijn	549
14128155	Q86	nnwiki	Hovudverk	37
14128156	Q86	nowiki	Hodepine	72
14128157	Q86	ocwiki	Cefalèa	37
14128158	Q86	oswiki	Сæрниз	34
14128159	Q86	pnbwiki	سر_پیڑ	34
14128160	Q86	ptwiki	Cefaleia	2212
14128161	Q86	quwiki	Uma_nanay	39
14128162	Q86	rowiki	Cefalee	84
14128163	Q86	shwiki	Glavobolja	70
14128164	Q86	siwiki	හිසරදය	43
14128165	Q86	simplewiki	Headache	86
14128166	Q86	skwiki	Bolesť_hlavy	225
14128167	Q86	slwiki	Glavobol	129
14128168	Q86	srwiki	Главобоља	92
14128169	Q86	svwiki	Huvudvärk	175
14128170	Q86	tawiki	தலைவலி	64
14128171	Q86	thwiki	ปวดศีรษะ	59
14128172	Q86	trwiki	Baş_ağrısı	331
14128173	Q86	ukwiki	Головний_біль	350
14128174	Q86	urwiki	سردرد	36
14128175	Q86	viwiki	Đau_đầu	266
14128176	Q86	yiwiki	קאפוויי	35
14128177	Q86	zhwiki	頭痛	1987
14128178	Q86	uzwiki	Bosh_ogʻrigʻi	84
14128179	Q86	orwiki	ମୁଣ୍ଡ_ବିନ୍ଧା	32
14128180	Q86	ckbwiki	سەرئێشە	37
14128181	Q86	sawiki	शिरोवेदना	47
14128182	Q86	ilowiki	Sakit_ti_ulo	35
14128183	Q86	gawiki	Tinneas_cinn	33
14548069	Q87	arwiki	الإسكندرية	5101
14548070	Q87	frwiki	Alexandrie	5791
14548071	Q87	simplewiki	Alexandria	108
14548072	Q87	zhwiki	亚历山大港	1230
14548073	Q87	eswiki	Alejandría	10125
14548074	Q87	itwiki	Alessandria_d'Egitto	3639
14548075	Q87	afwiki	Alexandrië	106
14548076	Q87	alswiki	Alexandria	31
14548077	Q87	amwiki	እስክንድርያ	31
14548078	Q87	anwiki	Aleixandría	38
14548079	Q87	arcwiki	ܐܠܟܣܢܕܪܝܐ	33
14548080	Q87	arzwiki	اسكندريه	327
14548081	Q87	azwiki	İsgəndəriyyə	103
14548082	Q87	bewiki	Горад_Александрыя	34
14548083	Q87	bgwiki	Александрия	836
14548084	Q87	bnwiki	আলেকজান্দ্রিয়া	43
14548085	Q87	bowiki	ཡ་ལི་ཧྲན་ད	29
14548086	Q87	bpywiki	আলেক্সান্ড্রিয়া	28
14548087	Q87	brwiki	Aleksandria	35
14548088	Q87	cawiki	Alexandria	229
14548089	Q87	ckbwiki	ئەسکەندەریە	35
14548090	Q87	cswiki	Alexandrie	1049
14548091	Q87	cywiki	Alexandria	31
14548092	Q87	dawiki	Alexandria	184
14548093	Q87	dewiki	Alexandria	6532
14548094	Q87	elwiki	Αλεξάνδρεια	1489
14548095	Q87	eowiki	Aleksandrio	45
14548096	Q87	etwiki	Aleksandria	109
14548097	Q87	euwiki	Alexandria	57
14548098	Q87	extwiki	Alejandria	28
14548099	Q87	fawiki	اسکندریه	436
14548100	Q87	fiwiki	Aleksandria	343
14548101	Q87	fywiki	Aleksandrje	31
14548102	Q87	gawiki	Cathair_Alastair	33
14548103	Q87	glwiki	Alexandría	57
14548104	Q87	guwiki	એલેક્ઝાન્ડ્રિયા	31
14548105	Q87	hewiki	אלכסנדריה	491
14548106	Q87	hiwiki	सिकन्दरिया	53
14548107	Q87	hrwiki	Aleksandrija	287
14548108	Q87	hywiki	Ալեքսանդրիա	112
14548109	Q87	idwiki	Iskandariyah	214
14548110	Q87	iswiki	Alexandría	35
14548111	Q87	jawiki	アレクサンドリア	2715
14548112	Q87	jvwiki	Alexandria	27
14548113	Q87	kawiki	ალექსანდრია	156
14548114	Q87	kkwiki	Александрия_(Мысыр)	45
14548115	Q87	klwiki	Alexandria	30
14548116	Q87	knwiki	ಅಲೆಕ್ಸಾಂಡ್ರಿಯ	72
14548117	Q87	kowiki	알렉산드리아	614
14548118	Q87	koiwiki	Ӧльӧксандрия	32
14548119	Q87	kvwiki	Ӧльӧксандрия	27
14548120	Q87	lawiki	Alexandria	48
14548121	Q87	ltwiki	Aleksandrija	186
14548122	Q87	lvwiki	Aleksandrija	78
14548123	Q87	mhrwiki	Александрий	28
14548124	Q87	mkwiki	Александрија	85
14548125	Q87	mlwiki	അലക്സാണ്ട്രിയ	36
14548126	Q87	mnwiki	Александрия	32
14548127	Q87	mswiki	Iskandariah	60
14548128	Q87	mywiki	အလက်ဇန္ဒရီးယားမြို့	29
14548129	Q87	nahwiki	Alexandria	26
14548130	Q87	ndswiki	Alexandria	28
14548131	Q87	nlwiki	Alexandrië	1234
14548132	Q87	nnwiki	Alexandria	36
14548133	Q87	nowiki	Alexandria	215
14548134	Q87	ocwiki	Alexàndria	34
14548135	Q87	oswiki	Александрия	25
14548136	Q87	plwiki	Aleksandria	2840
14548137	Q87	pnbwiki	اسکندریہ	41
14548138	Q87	ptwiki	Alexandria	4538
14548139	Q87	quwiki	Iskandariya	31
14548140	Q87	rowiki	Alexandria,_Egipt	398
14548141	Q87	ruwiki	Александрия	10297
14548142	Q87	scnwiki	Alessandria_d'Eggittu	30
14548143	Q87	scowiki	Alexandria	35
14548144	Q87	shwiki	Aleksandrija	168
14548145	Q87	skwiki	Alexandria	259
14548146	Q87	slwiki	Aleksandrija	132
14548147	Q87	sqwiki	Aleksandria	73
14548148	Q87	srwiki	Александрија	377
14548149	Q87	svwiki	Alexandria	514
14548150	Q87	swwiki	Aleksandria	29
14548151	Q87	szlwiki	Aleksandryjo	24
14548152	Q87	tawiki	அலெக்சாந்திரியா	51
14548153	Q87	tewiki	అలెగ్జాండ్రియా	37
14548154	Q87	thwiki	อะเล็กซานเดรีย	149
14548155	Q87	trwiki	İskenderiye	1614
14548156	Q87	ukwiki	Александрія	565
14548157	Q87	urwiki	اسکندریہ	47
14548158	Q87	vecwiki	Ałesandria_d'Egito	33
14548159	Q87	viwiki	Alexandria	253
14548160	Q87	warwiki	Alexandria	25
14548161	Q87	wowiki	Alegsàndiri	27
14548162	Q87	yiwiki	אלעקסאנדריע	31
14548163	Q87	pawiki	ਸਿਕੰਦਰੀਆ	26
14548164	Q87	bawiki	Искәндәриә	35
14548165	Q87	uzwiki	Aleksandriya	34
14548166	Q87	minwiki	Alexandria	24
14548167	Q87	snwiki	Alexandria	36
14585054	Q85	enwiki	Cairo	34311
14585055	Q85	arwiki	القاهرة	8357
14585056	Q85	frwiki	Le_Caire	5598
14585057	Q85	dewiki	Kairo	7688
14585058	Q85	simplewiki	Cairo	250
14585059	Q85	itwiki	Il_Cairo	3376
14585060	Q85	acewiki	Al-Qahirah	161
14585061	Q85	afwiki	Kaïro	60
14585062	Q85	akwiki	Cairo	42
14585063	Q85	alswiki	Kairo	46
14585064	Q85	amwiki	ካይሮ	45
14585065	Q85	anwiki	O_Caire	41
14585066	Q85	arzwiki	القاهره	477
14585067	Q85	azwiki	Qahirə	125
14585068	Q85	bclwiki	Cairo	34
14585069	Q85	bewiki	Горад_Каір	45
14585070	Q85	bgwiki	Кайро	442
14585071	Q85	bnwiki	কায়রো	50
14585072	Q85	bowiki	ཁ་ཡི་རོ	29
14585073	Q85	brwiki	Kaero	40
14585074	Q85	bswiki	Kairo	64
14585075	Q85	cawiki	El_Caire	263
14585076	Q85	cebwiki	Cairo	38
14585077	Q85	ckbwiki	قاھیرە	43
14585078	Q85	crhwiki	Qaire	38
14585079	Q85	cswiki	Káhira	1249
14585080	Q85	cvwiki	Каир	48
14585081	Q85	cywiki	Cairo	41
14585082	Q85	dawiki	Kairo	276
14585083	Q85	diqwiki	Qahira	35
14585084	Q85	elwiki	Κάιρο	599
14585085	Q85	eowiki	Kairo	54
14585086	Q85	eswiki	El_Cairo	8240
14585087	Q85	etwiki	Kairo	130
14585088	Q85	euwiki	Kairo	56
14585089	Q85	extwiki	El_Cairu	30
14585090	Q85	fawiki	قاهره	559
14585091	Q85	fiwiki	Kairo	423
14585092	Q85	fowiki	Keiro	37
14585093	Q85	frpwiki	Lo_Cayiro	32
14585094	Q85	frrwiki	Kairo	35
14585095	Q85	fywiki	Kairo	35
14585096	Q85	gawiki	Caireo	36
14585097	Q85	gdwiki	Cairo	40
14585098	Q85	glwiki	O_Cairo	54
14585099	Q85	gvwiki	Cairo	33
14585100	Q85	hewiki	קהיר	800
14585101	Q85	hiwiki	काहिरा	83
14585102	Q85	hifwiki	Cairo	46
14585103	Q85	hrwiki	Kairo	272
14585104	Q85	hsbwiki	Kairo	38
14585105	Q85	htwiki	Li_Kè	35
14585106	Q85	huwiki	Kairó	566
14585107	Q85	hywiki	Կահիրե	95
14585108	Q85	idwiki	Kairo	312
14585109	Q85	iewiki	Cairo	37
14585110	Q85	ilowiki	Cairo	39
14585111	Q85	iowiki	Kairo	41
14585112	Q85	iswiki	Kaíró	51
14585113	Q85	jawiki	カイロ	2014
14585114	Q85	jvwiki	Kairo	41
14585115	Q85	kawiki	კაირო	268
14585116	Q85	klwiki	Cairo	29
14585117	Q85	knwiki	ಕೈರೋ	31
14585118	Q85	kowiki	카이로	358
14585119	Q85	kuwiki	Qahîre	42
14585120	Q85	kvwiki	Каир	35
14585121	Q85	kwwiki	Cairo	35
14585122	Q85	kywiki	Каир	35
14585123	Q85	lawiki	Cairus	64
14585124	Q85	lbwiki	Kairo	35
14585125	Q85	lbewiki	Кьагьира	32
14585126	Q85	lezwiki	Каир	35
14585127	Q85	lijwiki	O_Cairo	40
14585128	Q85	lmowiki	El_Cairo	39
14585129	Q85	lnwiki	Kairo	37
14585130	Q85	ltwiki	Kairas	248
14585131	Q85	lvwiki	Kaira	98
14585132	Q85	mdfwiki	Каир	34
14585133	Q85	mgwiki	Kairo	38
14585134	Q85	mhrwiki	Каир	35
14585135	Q85	mkwiki	Каиро	66
14585136	Q85	mlwiki	കെയ്റോ	46
14585137	Q85	mnwiki	Каир	45
14585138	Q85	mrwiki	कैरो	50
14585139	Q85	mrjwiki	Каир	37
14585140	Q85	mswiki	Kaherah	89
14585141	Q85	mwlwiki	Cairo	40
14585142	Q85	mywiki	ကိုင်ရိုမြို့	41
14585143	Q85	mznwiki	قاهره	36
14585144	Q85	newwiki	कायरो	33
14585145	Q85	nlwiki	Caïro_(stad)	1176
14585146	Q85	nnwiki	Kairo	43
14585147	Q85	nowiki	Kairo	406
14585148	Q85	ocwiki	Lo_Caire	37
14585149	Q85	oswiki	Каир	35
14585150	Q85	papwiki	Kairo	33
14585151	Q85	plwiki	Kair	2977
14585152	Q85	pmswiki	Ël_Càiro	34
14585153	Q85	pnbwiki	قاہرہ	35
14585154	Q85	pntwiki	Κάιρον	33
14585155	Q85	pswiki	قاهره	32
14585156	Q85	ptwiki	Cairo	2375
14585157	Q85	quwiki	Qahira	45
14585158	Q85	rmwiki	Cairo	40
14585159	Q85	rowiki	Cairo	570
14585160	Q85	ruwiki	Каир	6671
14585161	Q85	ruewiki	Кагіра	36
14585162	Q85	sahwiki	Каир	38
14585163	Q85	scwiki	Cairo	38
14585164	Q85	scnwiki	Cairu	35
14585165	Q85	scowiki	Cairo	65
14585166	Q85	sewiki	Kairo	31
14585167	Q85	shwiki	Kairo	122
14585168	Q85	skwiki	Káhira	257
14585169	Q85	slwiki	Kairo	147
14585170	Q85	sowiki	Qaahiro	50
14585171	Q85	sqwiki	Kajro	71
14585172	Q85	srwiki	Каиро	276
14585173	Q85	suwiki	Kairo	68
14585174	Q85	svwiki	Kairo	578
14585175	Q85	swwiki	Kairo	38
14585176	Q85	szlwiki	Kajir	42
14585177	Q85	tawiki	கெய்ரோ	54
14585178	Q85	tewiki	కైరో	31
14585179	Q85	tgwiki	Қоҳира	32
14585180	Q85	thwiki	ไคโร	197
14585181	Q85	tkwiki	Kair	37
14585182	Q85	tlwiki	Cairo	36
14585183	Q85	tpiwiki	Kairo	32
14585184	Q85	trwiki	Kahire	1764
14585185	Q85	ttwiki	Каһирә	41
14585186	Q85	udmwiki	Каир	36
14585187	Q85	ugwiki	كايرو	41
14585188	Q85	ukwiki	Каїр	429
14585189	Q85	urwiki	قاہرہ	59
14585190	Q85	uzwiki	Qohira	63
14585191	Q85	vecwiki	El_Cairo	38
14585192	Q85	viwiki	Cairo	270
14585193	Q85	vlswiki	Caïro	36
14585194	Q85	vowiki	Kahirä	33
14585195	Q85	wawiki	El_Caire	36
14585196	Q85	warwiki	Cairo	34
14585197	Q85	wowiki	Xayra	31
14585198	Q85	wuuwiki	开罗	36
14585199	Q85	yiwiki	קיירא	45
14585200	Q85	yowiki	Káírò	34
14585201	Q85	zhwiki	开罗	1654
14585202	Q85	minwiki	Kairo	40
14585203	Q85	dsbwiki	Kairo	30
14585204	Q85	avwiki	Каир	37
14585205	Q85	zeawiki	Caïro_(stad)	32
14585206	Q85	snwiki	Cairo	36
14616075	Q88	enwiki	Alexandria,_Virginia	15639
14616076	Q88	eswiki	Alexandria	873
14616077	Q88	frwiki	Alexandria_(Virginie)	636
14616078	Q88	itwiki	Alexandria_(Virginia)	391
14616079	Q88	bgwiki	Александрия_(Вирджиния)	25
14616080	Q88	bnwiki	অ্যালেক্সান্ড্রিয়া,_ভার্জিনিয়া	6
14616081	Q88	cawiki	Alexandria_(Virgínia)	22
14616082	Q88	dawiki	Alexandria_(Virginia)	17
14616083	Q88	dewiki	Alexandria_(Virginia)	733
14616084	Q88	eowiki	Alexandria_(Virginio)	8
14616085	Q88	fiwiki	Alexandria_(Virginia)	36
14616086	Q88	htwiki	Alexandria,_Vijini	9
14616087	Q88	hywiki	Ալեքսանդրիա_(Վիրջինիա)	8
14616088	Q88	jawiki	アレクサンドリア_(バージニア州)	176
14616089	Q88	kowiki	알렉산드리아_(버지니아_주)	34
14616090	Q88	ltwiki	Aleksandrija_(Virdžinija)	11
14616091	Q88	ndswiki	Alexandria_(Virginia)	9
14616092	Q88	nlwiki	Alexandria_(Virginia)	98
14616093	Q88	nowiki	Alexandria_(Virginia)	13
14616094	Q88	plwiki	Alexandria_(Wirginia)	156
14616095	Q88	ptwiki	Alexandria_(Virgínia)	215
14616096	Q88	rowiki	Alexandria,_Virginia	33
14616097	Q88	simplewiki	Alexandria,_Virginia	34
14616098	Q88	skwiki	Alexandria_(Virgínia)	24
14616099	Q88	svwiki	Alexandria,_Virginia	46
14616100	Q88	swwiki	Alexandria,_Virginia	8
14616101	Q88	tlwiki	Alexandria,_Virginia	7
14616102	Q88	viwiki	Alexandria,_Virginia	20
14616103	Q88	vowiki	Alexandria_(Virginia)	7
14616104	Q88	warwiki	Alexandria,_Virginia	9
14616105	Q88	zhwiki	亚历山德里亚_(弗吉尼亚州)	143
14616106	Q88	cywiki	Alexandria,_Virginia	9
14616107	Q88	idwiki	Alexandria,_Virginia	20
14616108	Q88	brwiki	Alexandria_(Virginia)	7
14616109	Q88	srwiki	Александрија_(Вирџинија)	35
14616110	Q88	fawiki	الکساندریا،_ویرجینیا	44
14616111	Q88	gawiki	Alexandria,_Virginia	8
14616112	Q88	mgwiki	Alexandria,_Virginia	7
14616113	Q88	cewiki	Александри_(Виргини)	9
14930783	Q90	frwiki	Paris	76365
14930784	Q90	enwiki	Paris	8
14930785	Q90	enwiki	Paris	120449
14930786	Q90	arwiki	باريس	6284
14930787	Q90	nlwiki	Parijs	8655
14930788	Q90	htwiki	Pari	152
14930789	Q90	wawiki	Paris	151
14930790	Q90	pcdwiki	Paris	170
14930791	Q90	cswiki	Paříž	5018
14930792	Q90	dewiki	Paris	34405
14930793	Q90	itwiki	Parigi	15216
14930794	Q90	bgwiki	Париж	2244
14930795	Q90	etwiki	Pariis	665
14930796	Q90	plwiki	Paryż	12178
14930797	Q90	nowiki	Paris	1735
14930798	Q90	ruwiki	Париж	26434
14930799	Q90	brwiki	Pariz	177
14930800	Q90	ltwiki	Paryžius	1181
14930801	Q90	lijwiki	Pariggi	158
14930802	Q90	mywiki	ပါရီမြို့	160
14930803	Q90	afwiki	Parys	508
14930804	Q90	alswiki	Paris	219
14930805	Q90	amwiki	ፓሪስ	141
14930806	Q90	anwiki	París	163
14930807	Q90	angwiki	Paris	265
14930808	Q90	arcwiki	ܦܐܪܝܣ	132
14930809	Q90	arzwiki	باريس	384
14930810	Q90	astwiki	París	156
14930811	Q90	azwiki	Paris	524
14930812	Q90	bawiki	Париж	153
14930813	Q90	barwiki	Paris	161
14930814	Q90	bclwiki	Paris	147
14930815	Q90	bewiki	Горад_Парыж	150
14930816	Q90	biwiki	Paris	147
14930817	Q90	bnwiki	প্যারিস	183
14930818	Q90	bowiki	ཕ་རི།	147
14930819	Q90	bswiki	Pariz	548
14930820	Q90	cawiki	París	1414
14930821	Q90	cdowiki	Bă-là̤	133
14930822	Q90	cebwiki	Paris	171
14930823	Q90	ckbwiki	پاریس	147
14930824	Q90	cowiki	Parighji	141
14930825	Q90	crhwiki	Paris	255
14930826	Q90	csbwiki	Pariz	146
14930827	Q90	cuwiki	Парижь	145
14930828	Q90	cvwiki	Парис	451
14930829	Q90	cywiki	Paris	166
14930830	Q90	dawiki	Paris	1579
14930831	Q90	diqwiki	Paris	149
14930832	Q90	dsbwiki	Paris	137
14930833	Q90	eewiki	Paris	139
14930834	Q90	elwiki	Παρίσι	2909
14930835	Q90	emlwiki	Parì	140
14930836	Q90	eowiki	Parizo	308
14930837	Q90	eswiki	París	37089
14930838	Q90	euwiki	Paris	399
14930839	Q90	extwiki	París	147
14930840	Q90	fawiki	پاریس	2610
14930841	Q90	fiwiki	Pariisi	2374
14930842	Q90	fowiki	Paris	149
14930843	Q90	frpwiki	Paris	138
14930844	Q90	frrwiki	Paris	141
14930845	Q90	furwiki	Parîs	140
14930846	Q90	fywiki	Parys	179
14930847	Q90	gawiki	Páras	166
14930848	Q90	gagwiki	Paris	156
14930849	Q90	ganwiki	巴黎	146
14930850	Q90	gdwiki	Paris	146
14930851	Q90	glwiki	París	225
14930852	Q90	gnwiki	Parĩ	142
14930853	Q90	gotwiki	𐍀𐌰𐍂𐌹𐍃	134
14930854	Q90	guwiki	પૅરિસ	134
14930855	Q90	gvwiki	Paarys	152
14930856	Q90	hawwiki	Palika	147
14930857	Q90	hewiki	פריז	2005
14930858	Q90	hifwiki	Paris	162
14930859	Q90	hrwiki	Pariz	2379
14930860	Q90	hsbwiki	Paris	144
14930861	Q90	huwiki	Párizs	2655
14930862	Q90	hywiki	Փարիզ	627
14930863	Q90	iawiki	Paris	168
14930864	Q90	idwiki	Paris	1358
14930865	Q90	iewiki	Paris	166
14930866	Q90	ilowiki	Paris	147
14930867	Q90	iowiki	Paris	162
14930868	Q90	iswiki	París	187
14930869	Q90	jawiki	パリ	7308
14930870	Q90	jbowiki	paris	140
14930871	Q90	jvwiki	Paris	148
14930872	Q90	kawiki	პარიზი	1414
14930873	Q90	kgwiki	Paris	159
14930874	Q90	kkwiki	Париж	497
14930875	Q90	klwiki	Paris	149
14930876	Q90	kmwiki	ប៉ារីស	142
14930877	Q90	knwiki	ಪ್ಯಾರಿಸ್	147
14930878	Q90	kowiki	파리_(프랑스)	1156
14930879	Q90	koiwiki	Париж	143
14930880	Q90	krcwiki	Париж	152
14930881	Q90	kuwiki	Parîs	182
14930882	Q90	kvwiki	Париж	137
14930883	Q90	kwwiki	Paris	143
14930884	Q90	kywiki	Париж	162
14930885	Q90	lawiki	Lutetia	298
14930886	Q90	ladwiki	Paris	151
14930887	Q90	lbwiki	Paräis	162
14930888	Q90	lezwiki	Париж	140
14930889	Q90	liwiki	Paries	164
14930890	Q90	lmowiki	Paris	148
14930891	Q90	lnwiki	Pari	139
14930892	Q90	lvwiki	Parīze	660
14930893	Q90	mgwiki	Paris	150
14930894	Q90	mhrwiki	Париж	142
14930895	Q90	miwiki	Parī	139
14930896	Q90	mkwiki	Париз	566
14930897	Q90	mlwiki	പാരിസ്	149
14930898	Q90	mnwiki	Парис	229
14930899	Q90	mrwiki	पॅरिस	178
14930900	Q90	mrjwiki	Париж	134
14930901	Q90	mswiki	Paris	230
14930902	Q90	mwlwiki	Paris	150
14930903	Q90	myvwiki	Париж_ош	143
14930904	Q90	mznwiki	پاریس	146
14930905	Q90	nawiki	Paris	136
14930906	Q90	nahwiki	Paris	142
14930907	Q90	napwiki	Parigge	150
14930908	Q90	ndswiki	Paris	163
14930909	Q90	newiki	पेरिस	150
14930910	Q90	nnwiki	Paris	174
14930911	Q90	novwiki	Paris	136
14930912	Q90	ocwiki	París	190
14930913	Q90	orwiki	ପ୍ୟାରିସ	132
14930914	Q90	oswiki	Париж	148
14930915	Q90	pawiki	ਪੈਰਿਸ	142
14930916	Q90	pamwiki	Paris	147
14930917	Q90	papwiki	Paris	140
14930918	Q90	pdcwiki	Paris	187
14930919	Q90	pmswiki	Paris	152
14930920	Q90	pnbwiki	پیرس	158
14930921	Q90	pswiki	پاريس	145
14930922	Q90	ptwiki	Paris	10442
14930923	Q90	quwiki	Paris	147
14930924	Q90	rmwiki	Paris	148
14930925	Q90	rnwiki	Paris	140
14930926	Q90	rowiki	Paris	3634
14930927	Q90	ruewiki	Паріж	152
14930928	Q90	rwwiki	Paris	137
14930929	Q90	sahwiki	Париж	134
14930930	Q90	scwiki	Parigi	152
14930931	Q90	scnwiki	Pariggi	165
14930932	Q90	scowiki	Paris	232
14930933	Q90	sewiki	Paris	146
14930934	Q90	shwiki	Pariz	988
